filename,label,disease,height,width,avg_contour_length,line_density,num_lines
04999.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,33.1099482992644,4.166666666666667e-06,2.0
05000.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.116106947088035,2.083333333333333e-06,1.0
05001.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.78394320307639,8.333333333333334e-06,4.0
05002.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.659842317984776,8.333333333333334e-06,4.0
05003.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.081161990235834,6.25e-06,3.0
05004.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.58029915719599,6.25e-06,3.0
05005.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.59088295005925,6.25e-06,3.0
05006.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.36500784320136,6.25e-06,3.0
05007.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.55536502402349,6.25e-06,3.0
05008.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.220924399531306,6.25e-06,3.0
05009.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.15324242408725,6.25e-06,3.0
05010.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,26.27762024212967,4.166666666666667e-06,2.0
05011.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.50055513217261,6.25e-06,3.0
05012.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,32.424962645195045,6.25e-06,3.0
05013.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.23319933218265,4.166666666666667e-06,2.0
05014.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.73251757634937,6.25e-06,3.0
05015.tiff,4,Healthy,600.0,800.0,21.166637874288,4.166666666666667e-06,2.0
05016.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,23.6090856412529,4.166666666666667e-06,2.0
05017.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.7120873431504,4.166666666666667e-06,2.0
05018.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.77325664208707,4.166666666666667e-06,2.0
05019.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,24.30391805241292,6.25e-06,3.0
05020.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.22025518835956,6.25e-06,3.0
05021.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.735825991767975,6.25e-06,3.0
05022.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,36.33374021877752,4.166666666666667e-06,2.0
05023.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.59853326876958,4.166666666666667e-06,2.0
05024.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.27822849731445,4.166666666666667e-06,2.0
05025.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.82390040635301,2.083333333333333e-06,1.0
05026.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.58477062645134,2.083333333333333e-06,1.0
05027.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.250543569781115,2.083333333333333e-06,1.0
05028.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.74428673115003,2.083333333333333e-06,1.0
05029.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.970649357648774,2.083333333333333e-06,1.0
05030.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,44.26760639567031,4.166666666666667e-06,2.0
05031.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,37.99366591593554,4.166666666666667e-06,2.0
05032.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.361954914702885,2.083333333333333e-06,1.0
05033.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.62641005985306,4.166666666666667e-06,2.0
05034.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.80998767501533,6.25e-06,3.0
05035.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,28.787829835007063,6.25e-06,3.0
05036.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,42.657961433229886,4.166666666666667e-06,2.0
05037.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,44.50679797383606,2.083333333333333e-06,1.0
05038.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,39.35196774065002,6.25e-06,3.0
05039.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.18350033792193,4.166666666666667e-06,2.0
05040.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.359298880575764,4.166666666666667e-06,2.0
05041.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.498773296128824,8.333333333333334e-06,4.0
05042.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.59143753418896,6.25e-06,3.0
05043.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.29448347294106,8.333333333333334e-06,4.0
05044.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.389341080557887,4.166666666666667e-06,2.0
05045.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.025142616319084,4.166666666666667e-06,2.0
05046.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,31.33234440477491,6.25e-06,3.0
05047.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.734576593274657,6.25e-06,3.0
05048.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.388143664846815,4.166666666666667e-06,2.0
05049.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.939731661832766,4.166666666666667e-06,2.0
05050.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,29.75286941686945,8.333333333333334e-06,4.0
05051.tiff,4,Healthy,600.0,800.0,21.371049567203205,6.25e-06,3.0
05052.tiff,4,Healthy,600.0,800.0,26.43708790399305,8.333333333333334e-06,4.0
05053.tiff,4,Healthy,600.0,800.0,19.976477386031235,8.333333333333334e-06,4.0
05054.tiff,4,Healthy,600.0,800.0,19.38907584351468,8.333333333333334e-06,4.0
05055.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,24.339969216361464,6.25e-06,3.0
05056.tiff,4,Healthy,600.0,800.0,24.02255676584501,6.25e-06,3.0
05057.tiff,4,Healthy,600.0,800.0,29.943860210016165,6.25e-06,3.0
05058.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.115325984056444,8.333333333333334e-06,4.0
05059.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,24.13319623048805,6.25e-06,3.0
05060.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,23.17801233276095,6.25e-06,3.0
05061.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.351331293107343,6.25e-06,3.0
05062.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.2224049470196,1.0416666666666666e-05,5.0
05063.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,20.737269467179743,8.333333333333334e-06,4.0
05064.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.23603720039129,6.25e-06,3.0
05065.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.740189889341664,8.333333333333334e-06,4.0
05066.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,35.1233057329765,6.25e-06,3.0
05067.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.928264582215427,1.0416666666666666e-05,5.0
05068.tiff,4,Healthy,600.0,800.0,28.17700354556636,4.166666666666667e-06,2.0
05069.tiff,4,Healthy,600.0,800.0,27.9941615654948,6.25e-06,3.0
05070.tiff,4,Healthy,600.0,800.0,30.6621379123995,4.166666666666667e-06,2.0
05071.tiff,4,Healthy,600.0,800.0,26.255810662547702,6.25e-06,3.0
05072.tiff,4,Healthy,600.0,800.0,22.207095470381137,8.333333333333334e-06,4.0
05073.tiff,4,Healthy,600.0,800.0,23.53528916428112,1.0416666666666666e-05,5.0
05074.tiff,4,Healthy,600.0,800.0,30.375492412366984,4.166666666666667e-06,2.0
05075.tiff,4,Healthy,600.0,800.0,22.176129318966584,6.25e-06,3.0
05076.tiff,4,Healthy,600.0,800.0,25.7902981207559,8.333333333333334e-06,4.0
05077.tiff,4,Healthy,600.0,800.0,26.439306487966743,8.333333333333334e-06,4.0
05078.tiff,4,Healthy,600.0,800.0,31.597226227107257,4.166666666666667e-06,2.0
05079.tiff,4,Healthy,600.0,800.0,19.59557983870544,8.333333333333334e-06,4.0
05080.tiff,4,Healthy,600.0,800.0,20.513143179991417,8.333333333333334e-06,4.0
05081.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,32.12713919880592,4.166666666666667e-06,2.0
05082.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.81187275458226,8.333333333333334e-06,4.0
05083.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.32083564112991,4.166666666666667e-06,2.0
05084.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,22.84748500652079,8.333333333333334e-06,4.0
05085.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,29.54862805837252,6.25e-06,3.0
05086.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.967839528850448,4.166666666666667e-06,2.0
05087.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.414573308224824,4.166666666666667e-06,2.0
05088.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,20.45444039071668,1.0416666666666666e-05,5.0
05089.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,23.73288195583388,8.333333333333334e-06,4.0
05090.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.348270511688963,6.25e-06,3.0
05091.tiff,4,Healthy,600.0,800.0,30.1691157727574,2.083333333333333e-06,1.0
05092.tiff,4,Healthy,600.0,800.0,31.313486960905195,6.25e-06,3.0
05093.tiff,4,Healthy,600.0,800.0,26.38280659901362,8.333333333333334e-06,4.0
05094.tiff,4,Healthy,600.0,800.0,32.06860362405309,6.25e-06,3.0
05095.tiff,4,Healthy,600.0,800.0,24.08693089950153,6.25e-06,3.0
05096.tiff,4,Healthy,600.0,800.0,29.679647519897955,6.25e-06,3.0
05097.tiff,4,Healthy,600.0,800.0,32.2947272664273,6.25e-06,3.0
05098.tiff,4,Healthy,600.0,800.0,32.45348808610082,6.25e-06,3.0
05099.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.36449194369225,4.166666666666667e-06,2.0
05100.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.674526311923465,4.166666666666667e-06,2.0
05101.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,44.01856449850244,6.25e-06,3.0
05102.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,41.3624127006973,1.0416666666666666e-05,5.0
05103.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,36.57621693022665,6.25e-06,3.0
05104.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,40.800809003651445,8.333333333333334e-06,4.0
05105.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,45.91423316183587,2.083333333333333e-06,1.0
05106.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,40.78135017185154,6.25e-06,3.0
05107.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,37.1371276229408,6.25e-06,3.0
05108.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,41.5043828952697,8.333333333333334e-06,4.0
05109.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,35.22405748215451,8.333333333333334e-06,4.0
05110.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,34.89443974237603,6.25e-06,3.0
05111.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,37.00424029153806,8.333333333333334e-06,4.0
05112.tiff,4,Healthy,600.0,800.0,36.81012710659833,4.166666666666667e-06,2.0
05113.tiff,4,Healthy,600.0,800.0,37.79931581172076,2.083333333333333e-06,1.0
05114.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,35.1303610759869,4.166666666666667e-06,2.0
05115.tiff,4,Healthy,600.0,800.0,38.19309071102143,4.166666666666667e-06,2.0
05116.tiff,4,Healthy,600.0,800.0,37.69307192526757,6.25e-06,3.0
05117.tiff,4,Healthy,600.0,800.0,36.433119776703066,8.333333333333334e-06,4.0
05118.tiff,4,Healthy,600.0,800.0,27.3864372818262,4.166666666666667e-06,2.0
05119.tiff,4,Healthy,600.0,800.0,36.90692598619587,2.083333333333333e-06,1.0
05120.tiff,4,Healthy,600.0,800.0,27.46270982946964,8.333333333333334e-06,4.0
05121.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.89977484596403,6.25e-06,3.0
05122.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,35.13342297158274,6.25e-06,3.0
05123.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.052293586504966,1.0416666666666666e-05,5.0
05124.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.59720168370274,6.25e-06,3.0
05125.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.50650974745473,1.25e-05,6.0
05126.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,44.38531294774838,4.166666666666667e-06,2.0
05127.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,47.612319605908496,6.25e-06,3.0
05128.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.35152734404519,6.25e-06,3.0
05129.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,41.17371249682662,1.0416666666666666e-05,5.0
05130.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,34.43841002718376,4.166666666666667e-06,2.0
05131.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,40.395926507080304,4.166666666666667e-06,2.0
05132.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,38.90026364559253,4.166666666666667e-06,2.0
05133.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,40.44564082805927,6.25e-06,3.0
05134.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,45.20972222089768,4.166666666666667e-06,2.0
05135.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,43.13037892558226,1.0416666666666666e-05,5.0
05136.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,43.86215967155885,4.166666666666667e-06,2.0
05137.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,42.72000331820914,2.083333333333333e-06,1.0
05138.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,40.76089303088344,8.333333333333334e-06,4.0
05139.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,51.40459484463438,6.25e-06,3.0
05140.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,44.33342883906333,1.0416666666666666e-05,5.0
05141.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,23.058854099039763,8.333333333333334e-06,4.0
05142.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,21.957409329377043,6.25e-06,3.0
05143.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,22.10000406127227,8.333333333333334e-06,4.0
05144.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,24.646125308672588,6.25e-06,3.0
05145.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.79651973361061,4.166666666666667e-06,2.0
05146.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.019854358665604,6.25e-06,3.0
05147.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.75959826998996,6.25e-06,3.0
05148.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,22.517317271200344,4.166666666666667e-06,2.0
05149.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.874988379017,4.166666666666667e-06,2.0
05150.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.884632835589663,4.166666666666667e-06,2.0
05151.tiff,4,Healthy,600.0,800.0,30.34479438533654,2.083333333333333e-06,1.0
05152.tiff,4,Healthy,600.0,800.0,28.59434753674784,2.083333333333333e-06,1.0
05153.tiff,4,Healthy,600.0,800.0,31.601967555460032,4.166666666666667e-06,2.0
05154.tiff,4,Healthy,600.0,800.0,23.65880374489788,6.25e-06,3.0
05155.tiff,4,Healthy,600.0,800.0,27.702433656260023,1.0416666666666666e-05,5.0
05156.tiff,4,Healthy,600.0,800.0,31.638266790952606,4.166666666666667e-06,2.0
05157.tiff,4,Healthy,600.0,800.0,27.732693850553897,6.25e-06,3.0
05158.tiff,4,Healthy,600.0,800.0,31.720123316790605,8.333333333333334e-06,4.0
05159.tiff,4,Healthy,600.0,800.0,26.265093631649155,4.166666666666667e-06,2.0
05160.tiff,4,Healthy,600.0,800.0,25.87525089574968,6.25e-06,3.0
05161.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,32.04613585579664,8.333333333333334e-06,4.0
05162.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.12639536015701,6.25e-06,3.0
05163.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.48232553622809,6.25e-06,3.0
05164.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.330447019357123,6.25e-06,3.0
05165.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.58518839723756,6.25e-06,3.0
05166.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.980992625364618,6.25e-06,3.0
05167.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.71653253398005,8.333333333333334e-06,4.0
05168.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,23.78004380904528,4.166666666666667e-06,2.0
05169.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.80488159141025,6.25e-06,3.0
05170.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.44776099136481,6.25e-06,3.0
05171.tiff,4,Healthy,600.0,800.0,35.91389686043245,6.25e-06,3.0
05172.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.297443328775124,4.166666666666667e-06,2.0
05173.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.58702589527705,6.25e-06,3.0
05174.tiff,4,Healthy,600.0,800.0,27.1376632130913,8.333333333333334e-06,4.0
05175.tiff,4,Healthy,600.0,800.0,26.74720202611955,8.333333333333334e-06,4.0
05176.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,24.38841418155696,8.333333333333334e-06,4.0
05177.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,33.033514801369286,6.25e-06,3.0
05178.tiff,4,Healthy,600.0,800.0,30.282321792425765,6.25e-06,3.0
05179.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.10268144760913,6.25e-06,3.0
05180.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,33.415099305712914,6.25e-06,3.0
05181.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.66064650208451,6.25e-06,3.0
05182.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,32.12665730106009,6.25e-06,3.0
05183.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.07222710703981,2.083333333333333e-06,1.0
05184.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.343554759329507,6.25e-06,3.0
05185.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,31.81008700832395,6.25e-06,3.0
05186.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,30.083754551501908,4.166666666666667e-06,2.0
05187.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.06471471494244,6.25e-06,3.0
05188.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,31.63004284448364,6.25e-06,3.0
05189.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.20186350799068,8.333333333333334e-06,4.0
05190.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.8022358169541,4.166666666666667e-06,2.0
05191.tiff,4,Healthy,600.0,800.0,30.719275933323484,6.25e-06,3.0
05192.tiff,4,Healthy,600.0,800.0,27.79702501710336,4.166666666666667e-06,2.0
05193.tiff,1,Down Syndrome - Heart Defects and Immune Issues,600.0,800.0,30.23024838834569,6.25e-06,3.0
05194.tiff,4,Healthy,600.0,800.0,39.24579414407822,6.25e-06,3.0
05195.tiff,4,Healthy,600.0,800.0,38.51432686009908,4.166666666666667e-06,2.0
05196.tiff,4,Healthy,600.0,800.0,28.76221775468849,4.166666666666667e-06,2.0
05197.tiff,4,Healthy,600.0,800.0,26.98683939939969,4.166666666666667e-06,2.0
05198.tiff,4,Healthy,600.0,800.0,30.08464631803679,6.25e-06,3.0
05199.tiff,4,Healthy,600.0,800.0,29.8887216051119,6.25e-06,3.0
05200.tiff,4,Healthy,600.0,800.0,35.34174576473779,6.25e-06,3.0
05201.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.05437836305541,8.333333333333334e-06,4.0
05202.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.46663779886656,8.333333333333334e-06,4.0
05203.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.493350851833146,6.25e-06,3.0
05204.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,27.17029956642505,8.333333333333334e-06,4.0
05205.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,21.270298259342137,6.25e-06,3.0
05206.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.04500921692822,6.25e-06,3.0
05207.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,22.09970347016524,6.25e-06,3.0
05208.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,22.203707723845795,8.333333333333334e-06,4.0
05209.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,23.68104004032551,8.333333333333334e-06,4.0
05210.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.46235332336038,6.25e-06,3.0
05211.tiff,4,Healthy,600.0,800.0,30.251711173561784,8.333333333333334e-06,4.0
05212.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,30.95181578152542,1.0416666666666666e-05,5.0
05213.tiff,4,Healthy,600.0,800.0,23.340879216188952,6.25e-06,3.0
05214.tiff,4,Healthy,600.0,800.0,25.240344119772107,6.25e-06,3.0
05215.tiff,4,Healthy,600.0,800.0,26.234822774926823,8.333333333333334e-06,4.0
05216.tiff,4,Healthy,600.0,800.0,29.389572042699,1.0416666666666666e-05,5.0
05217.tiff,4,Healthy,600.0,800.0,27.275302888679256,6.25e-06,3.0
05218.tiff,4,Healthy,600.0,800.0,26.48811734517416,8.333333333333334e-06,4.0
05219.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,24.92028977325556,8.333333333333334e-06,4.0
05220.tiff,4,Healthy,600.0,800.0,25.154682212673865,6.25e-06,3.0
05221.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.86197052978155,8.333333333333334e-06,4.0
05222.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.239685149355367,6.25e-06,3.0
05223.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,27.52373170186947,6.25e-06,3.0
05224.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,30.07637508614475,6.25e-06,3.0
05225.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,24.178951019671427,6.25e-06,3.0
05226.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,23.82683548646027,6.25e-06,3.0
05227.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,25.904842669180795,6.25e-06,3.0
05228.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,26.169390153094064,4.166666666666667e-06,2.0
05229.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.29351749667873,6.25e-06,3.0
05230.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.588536688340188,6.25e-06,3.0
05231.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.714881434768973,8.333333333333334e-06,4.0
05232.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,24.28544082525181,8.333333333333334e-06,4.0
05233.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,22.920070244804503,6.25e-06,3.0
05234.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,23.48013460764459,6.25e-06,3.0
05235.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,25.27015793963841,6.25e-06,3.0
05236.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,26.8589385858103,6.25e-06,3.0
05237.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,28.809277496104624,8.333333333333334e-06,4.0
05238.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,29.150193446881385,6.25e-06,3.0
05239.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,27.91170699655797,8.333333333333334e-06,4.0
05240.tiff,3,Scleroderma - Tissue Disorder,600.0,800.0,28.53166199211837,6.25e-06,3.0
05241.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.15355825604185,8.333333333333334e-06,4.0
05242.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.96424120103361,6.25e-06,3.0
05243.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.21989212531722,8.333333333333334e-06,4.0
05244.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,28.36161570507352,8.333333333333334e-06,4.0
05245.tiff,0,"Hypertension, Cardiovascular Disease",600.0,800.0,28.772731894846785,6.25e-06,3.0
05246.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,24.129253468614944,8.333333333333334e-06,4.0
05247.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,22.119411641423547,6.25e-06,3.0
05248.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,25.90679599783,8.333333333333334e-06,4.0
05249.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,26.852145065316563,8.333333333333334e-06,4.0
05250.tiff,2,"Neurological Disorders - Autism, Schizophrenia",600.0,800.0,29.149028707005968,1.0416666666666666e-05,5.0
05251.tiff,4,Healthy,600.0,800.0,26.4968171362072,6.25e-06,3.0
05252.tiff,4,Healthy,600.0,800.0,34.603190072651564,8.333333333333334e-06,4.0
05253.tiff,4,Healthy,600.0,800.0,25.943616147519386,6.25e-06,3.0
05254.tiff,4,Healthy,600.0,800.0,26.607909794824312,6.25e-06,3.0
